aardvark	oryctérope
late	défunt
latent	latent
Latin	latin
Latin	latin
Latin	latine
Latium	Latium
lattice	treillage
lattice	treillis
lattice	grillage
Latvia	Lettonie
Latvian	letton
Latvian	letton
Latvian	lettone
Latvian	Letton
Latvian	Lettone
laudableness	laudabilité
laudanum	laudanum
laughter	rire
launch	lancement
laundress	blanchisseuse
laundry	lessive
laurel	laurier
lavabo	lavabo
lavender	lavande
law	droit
law	loi
law	loi
law	theorème
lawn	gazon
lawrencium	lawrencium
lawyer	avocat
lawyer	juriste
layer	couche
lazy	paresseux
lazy	paresseuse
leader	chef
lead/experiment	laisse
lead/experiment	plomb
lead	laisse
lead	plomb
leaf	feuille
leap	saut
leap	bond
leash	laisse
leather	cuir
leave	congé
leave	permission
Lebanon	Liban
leech	sangsue
leek	poireau
leek	porrée
left	gauche
legislator	législateur
leg	jambe
lemonade	citronnade
lemonade	limonade
lemon	citron
lemon	citronnier
lemur	lémur
lens	lentille
Lent	carâme
Leo	Lion
leopard	léopard
leprosarium	léproserie
Lepus	Lièvre
lesbian	lesbien
lesbian	lesbienne
lesbian	lesbienne
Lesotho	Lesotho
letter	lettre
letter	lettre
letter	caractère
lettuce	laitue
Leuven	Louvain
lever	levier
leviathan	léviathan
lev	lev
lexicography	lexicographie
liability	responsabilité
liana	liane
liar	menteur
liar	menteuse
Liberia	Liberia
Libra	Balance
Libya	Libye
lichen	lichen
licorice	réglisse
lid	couvercle
Liège	Liège
lie	mensonge
lieutenant	lieutenant
life	vie
lift	ascenseur
lift	portance
liger	tigron
liger	tiglon
lighter	briquet
lighthouse	phare
light	lumière
lignite	lignite
Liguria	Ligurie
like	préférence
li	li
limb	membre
Limburg	Limbourg
lime	Chaux
lime	lime
lime	limette
lime	tilleul
limit	limite
Limousine	Limousin
Limousin	Limousin
linden	tilleul
line	droite
line	ligne
linen	toile
linen	lin
line	ride
line	trait
linguistics	linguistique
linkage	lien
linkage	connection
linkage	rapport
link	lien
Linux	Linux
lioness	lionne
lion	lion
lip	lèvre
liquefaction	liquéfaction
liqueur	liqueur
liquidator	liquidateur
liquidator	liquideur
liquid	liquide
liquid	liquide
liquorice	réglisse
litany	litanie
litharge	litharge
lithium	lithium
Lithuania	Lituanie
Lithuanian	lithuanien/lituanien
Lithuanian	lithuanien/lituanien
Lithuanian	lithuanienne/lituanienne
Lithuanian	Lithuanien/Lituanien
Lithuanian	Lithuanienne/Lituanienne
litre	litre
litter	détritus
little	petit
little	petite
little	cadet
little	cadette
liturgy	liturgie
liveliness	vitalité
liver	foie
livestock	bétail
Livonian	live
lizard	lézard
llama	lama
load	charge
loaf	pain
loan	emprunt
loan	prât
lobster	homard
locust	locuste
locust	criquet
logarithm	logarithme
logician	logicien
logician	logicienne
logic	logique
login	identifiant
logogram	logogramme
logograph	logographe
-logy	-logie
loin	échine
lollygag	absurdité
Lombardy	Lombardie
Londoner	Londonais
Londoner	Londonaise
long	long
long	longue
loon	fou
loon	plongeon
lorikeet	loriquet
lot	bande
lot	destin
lot	groupe
lot	ensemble
loud	bruyant
loud	bruyante
loud	fort
loud	forte
loud	voyant
loud	voyante
Louisiana	Louisiane
louse	pou
louse	salaud
lout	malotru
louver	auvent
love	amour
lover	amoureux
low	bas
low	basse
loyalty	loyauté
lozenge	losange
Lucifer	Lucifer
luck	chance
lucky	chanceux
lucky	chanceuse
ludology	ludologie
lullaby	berceuse
luminescence	luminescence
lunch	déjeuner
lunch	dîner
lung	poumon
Lupus	Loup
lure	appât
lure	attrait
Luxembourg	Luxembourg
luxuriant	luxuriant
luxuriant	luxuriante
luxury	luxe
lynx	lynx
Lynx	Lynx
Lyra	Lyre
macaroni	macaronis
macaw	ara
Macedonia	Macédoine
Macedonian	macédonien
Macedonian	Macédonien
Macedonian	Macédonienne
mace	macis
mace	masse
machine	machine
mackerel	maquereau
macron	macron
madam	madame
mad	fou
mad	folle
madman	fou
madras	madras
Madras	Madras
Madrid	Madrid
madwoman	folle
magazine	magazine
magazine	revue
maggot	asticot
magician	magicien
magician	magicienne
magic	magie
Magnesian	Magnesien
Magnesian	Magnesenne
magnet	aimant
magnetism	magnétisme
mahogany	acajou
maid	bonne
Maine	Maine
mainsail	grand-voile
Mainz	Mayence
maize	maïs
majesty	majesté
major	majeur
major	majeur
major	majeure
Malagasy	Malgache
Malagasy	malgache
Malawi	Malawi
Malayalam	malayalam
Malaysia	Malaisie
malediction	malédiction
mallow	mauve
Maltese	Maltais
Maltese	Maltaise
Maltese	maltais
Maltese	maltais
Maltese	maltaise
ma	maman
mammogram	mammogramme
mammography	mammographie
mammoth	mammouth
manatee	lamantin
Manchu	mandchou
Manchu	Mandchou
Manchu	Mandchoue
Manchu	mandchou
Manchu	mandchoue
mandarin	mandarin
Mandarin	mandarin
mandolin	mandoline
manganese	manganèse
mange	gale
manger	mangeoire
mango	maguier
mango	mangue
man	homme
Man	homme
manifestation	manifestation
Manitoba	Manitoba
manna	manne
mannerism	maniérisme
mantle	manteau
mantra	slogan
manual	manuel
manual	manuel
manual	manuelle
Manx	mannois
Manx	manxois
Maori	maori
Maori	Maori
Maori	Maorie
Maori	maori
Maori	maorie
map	carte
maple	érable
marathon	marathon
marble	bille
marble	marbre
marbles	billes
march	défilé
march	manifestation
march	marche
March	mars
mare	jument
margrave	margrave
marimba	marimba
market	marché
Mark	Marc
mark	mark
mark	marque
mark	signe
mark	note
mark	score
mark	trace
marriage	mariage
marshmallow	guimauve
marshmallow	marshmallow
Mars	Mars
marsupial	marsupial
Martian	martien
Martian	martienne
Martian	Martien
Martian	Martienne
Martinique	Martinique
martyrdom	martyre
martyr	martyr
martyr	martyre
mascara	rimmel
mascara	mascara
massacre	massacre
massage	massage
Mass	messe
mastectomy	masectomie
mastiff	dogue
mast	mât
masturbation	masturbation
masturbation	onanisme
match	allumette
materialism	matérialisme
maternal	maternel
maternal	maternelle
mathematician	mathématicien
mathematician	mathématicienne
matrices	matrices
matrix	matrice
matrix	matrice
matrix	utérus
matter	matière
mattress	matelas
Mauritania	Mauritanie
mauve	mauve
may	aubépine
May	mai
mayonnaise	mayonnaise
mayor	maire
mayor	bourgmestre
maze	dédale
McCarthyism	maccarthysme
mead	hydromel
meadow	pré
meagerness	maigreur
meal	repas
mean	inférieur
mean	inférieure
meaning	signification
mean	moyenne
means	moyen
measles	rougeole
meat	viande
mechatronics	mécatronique
medallion	médaillon
median	médiane
median	médian
median	médiane
medicine	médecine
medicine	médicament
medieval	médiéval
medieval	médiévale
medieval	médiévaux
meditation	méditation
Mediterranean	méditerranéen
Mediterranean	méditerranéenne
medlar	nèfle
medlar	néflier
medley	mélange
medley	salade
meeting	réunion
megafauna	mégafaune
megalomania	mégalomanie
megatsunami	mégatsunami
megatsunami	mégatsunamis
meitnerium	meitnérium
melancholy	mélancolie
Melanesia	Mélanésie
melanoma	melanome
melodrama	mélodrame
melody	mélodie
member	membre
membership	adhésion
membership	appartenance
memory	mémoire
memory	souvenir
Mensa	Table
menstruation	menstruation
menu	carte
menu	menu
meow	miaou
mercurial	mercuriel
mercurial	mercurielle
Mercury	Mercure
mercury	mercure
Mercury	Mercure
mermaid	sirène
Mesolithic	mésolithique
messenger	messager
messiah	messie
metallurgy	métallurgie
metaphor	métaphore
meteorite	météorite
meter	mètre
meter	mètre
meter	compteur
methadone	méthadone
method	méthode
methylene	méthylène
metre	mètre
Meuse	Meuse
Mexican	mexicain
Mexican	mexicaine
Mexican	Mexicain
Mexican	Mexicaine
Mexico	Mexique
microbe	microbe
micrometeorite	micrométéorite
microscope	microscope
Microscopium	Microscope
microwave	micro-onde
midge	moucheron
midnight	minuit
Milanese	milanais
Milanese	milanaise
Milan	Milan
mild	doux
mild	douce
mildew	mildious
mile	mile
milk	lait
miller	meunier
millet	millet
milligram	milligramme
millimetre	millimètre
millisecond	milliseconde
mill	manufacture
mill	moulin
mi	mi
mimsy	enmîmé
minaret	minaret
mine	mine
mineral	minéral
miner	mineur
miniskirt	minijupe
minister	ministre
minor	mineur
minus	négatif
minus	négative
minute	minute
minute	minute
minute	moment
minute	instant
minute	procès-verbal
mirage	mirage
mirror	glace
mirror	miroir
misology	misologie
mission	mission
miss	mademoiselle
mistake	erreur
mist	brouillard
mist	brume
mistletoe	gui
mitre	mitre
mitten	mitaine
moan	gémissement
mob	foule
mobile	mobile
mobile	portable
mobilisation	mobilisation
mobilization	mobilisation
modem	modem
mode	mode
moisture	humidité
molasses	mélasse
molehill	taupinière
mole	mole
mole	taupe
molybdenum	molybdène
Monaco	Monaco
monarch	monarque
monarchy	monarchie
Monday	lundi
Mongolia	Mongolie
Mongolian	mongol
Mongolian	mongole
Mongolian	Mongol
Mongolian	Mongole
Mongolian	mongol
Mongolian	mongol
monitor	écran
monitor	moniteur
monkey	singe
monkey	guenon
Monoceros	Licorne
monocle	monocle
monokini	monokini
monotheism	monothéisme
monster	monstre
monstrous	monstrueux
monstrous	monstrueuse
month	mois
Montreal	Montréal
mood	humeur
mood	mode
moo	meuglement
moon	lune
Moor	Maure)
moose	orignal
moraine	moraine
morning	matin
Morocco	Maroc
morpheme	morphème
morphology	morphologie
morsel	morceau
mortal	mortel
mortal	mortelle
mortgage	hypothèque
Moscow	Moscou
mosque	mosquée
mosquito	moustique
moss	mousse
mossy	moussu
mossy	moussue
mother	mère
motion	mouvement
motorcar	automobile
motorcar	auto
motorcar	voiture
mouflon	mouflon
mountain	montagne
mount	cavalier
mount	mont
mount	monture
mourning	deuil
mouse	souris
moustache	moustache
move	déménagement
move	mouvement
movie	film
Mozambique	Mozambique
mozzarella	mozzarelle
mud	boue
Muggle	Moldu
mug	mug
mugwort	armoise
mulberry	mûre
mule	mule
multicultural	multiculturel
multicultural	multiculturelle
multiple	multiple
multiplicand	multiplicande
multiplication	multiplication
multiplier	multiplicateur
mum	maman
mummy	maman
mummy	momie
murderer	meurtrier
murderess	meurtrière
murder	meurtre
Musca	Mouche
muscle	muscle
museum	musée
mushroom	champignon
musician	musicien
musician	musicienne
music	musique
Muslim	musulman
Muslim	musulman
Muslim	musulmane
mussel	moule
mustache	moustache
mustard	moutarde
mute	muet
mute	muette
mute	sourdine
mutton	mouton
mycologist	mycologiste
mythical	mythique
mythology	mythologie
Nahuatl	nahuatl
nail	clou
nail	ongle
nakedness	nudité
naked	nu
naked	nue
name	nom
Namibia	Namibie
Namur	Namur
nancy	folle
nanosecond	nanoséconde
nappy	couche
nap	sieste
nap	sommme
narrative	récit
narrow	étroit
narrow	étroite
narrow-minded	borné
narrow-minded	bornée
nase	hotu
nationalism	nationalisme
nationality	nationalité
NATO	OTAN
nature	nature
naturism	naturisme
nauseous	nauséeux
navel-gazing	nombrilisme
navel	ombilic
neck	cou
neck	nuque
neck	goulot
necklace	collier
necktie	cravate
necrology	nécrologie
nectarine	nectarine
need	besoin
négligée	négligé
neighbour	voisin
neighbour	voisine
neigh	hennissement
neodymium	néodyme
Neolithic	Neolithique
neologism	néologisme
neonatology	néonatologie
neon	néon
neoplasm	néoplasme
neoplasm	tumeur
Nepalese	Népalais
Nepalese	Népalaise
Nepalese	népalais
Nepalese	népalais
Nepalese	népalaise
Nepal	Népal
nephew	neveu
nephrology	néphrologie
Neptune	Neptune
nerve	nerf
nest	nid
net	filet
net	net
net	netto
net	réseau
nettle	ortie
neuron	neurone
neurosecretion	neurosécrétion
neurosurgery	neurochirurgie
neurotic	neurotique
neurotic	psychotique
neurulation	neurulation
neutrino	neutrino
neutron	neutron
Newfoundland	Terre-Neuve
new	nouveau
new	nouvel
new	nouvelle
new	nouveau
new	nouvel
new	nouvelle
new	autre
new	nouveau
new	nouvel
new	nouvelle
new	neuf
new	neuve
news	nouvelles
newspaper	journal
news	téléjournal
newton	newton
nice	beau
nice	belle
nice	joli
nice	jolie
nice	bon
nice	bonne
nickel	nickel
nickname	surnom
nicotine	nicotine
niece	nièce
Nigeria	Nigeria
Niger	Niger
nightingale	rossignol
night	nuit
night	nuit
night	noirceur
night	obscurité
Nike	Niké
Nile	Nil
nine	neuf
nineteen	dix-neuf
ninja	ninja
nirvana	nirvana
nit	lente
nitrate	nitrate
nitrate	azotate
nitrene	nitrène
nitrogen	azote
nitrox	nitrox
noise	bruit
nominative	nominatif
nomogram	nomogramme
nomogram	abaque
nonagon	nonagone
none	personne
none	aucun
none	aucun
No	nô
no	non
nonpayment	non-paiement
nonsense	non-sens
nonsmoker	non-fumeur
noodle	nouille)
noon	midi
Nord-Pas-de-Calais	Nord-Pas-de-Calais
normal	normal
normal	normale
Normandy	Normandie
Norma	Règle
northeast	nord-est
northern	septentrional
northern	septentrionale
north	nord
north	septentrion
northwest	nord-ouest
Norway	Norvège
Norwegian	norvégien
Norwegian	norvégien
Norwegian	norvégienne
Norwegian	Norvégien
Norwegian	Norvégienne
nose	nez
nostril	narine
notch	cran
notepad	bloc-notes
nougat	nougat
noun	nom
noun	substantif
novelist	romancier
novel	nouveau
novel	nouvelle
novel	roman
November	novembre
nozzle	bec
nuance	nuance
nuance	subtilité
nudism	nudisme
nudity	nudité
numb	engourdi
numb	engourdie
number	nombre
number	numéro
numeral	chiffre
numerator	numérateur
nun	religieuse
nun	nonne
nut	couille
nutcracker	casse-noisettes
nut	écrou
nut	fou
nut	folle
nutrition	nutrition
nylon	nylon
nymphomania	nymphomanie
oak	châne
oak	châne
oasis	oase
oat	avoine
oath	serment
obesity	obésité
objective	objectif
objective	objectif
objective	but
objective	objectif
objective	objective
object	objet
obligation	engagement
oboe	hautbois
obscenity	obscénité
observatory	observatoire
obtuse	obtus
obtuse	obtuse
Occitan	occitan
occultism	occultisme
occupation	occupation
Oceania	Océanie
ocean	océan
ocelot	ocelot
octagon	octogone
octahedron	octaèdre
October	octobre
octopus	pieuvre
octopus	poulpe
odour	odeur
Odyssey	"LOdyssée"
off	éteint
off	éteinte
offal	charogne
offal	corps
offal	cadavre
offside	hors-jeu
offspring	progéniture:
ohm	ohm
old	ancien
old	ancienne
old	ex-
olfactory	olfactif
oligarchy	oligarchie
olive	olive
Oman	Oman
omega	oméga
omelette	omelette
omoplatoscopy	omoplatoscopie
oncologist	oncologue
one-two	une-deux
one	un
one	un
one	une
onion	oignon
onomatopoeia	onomatopée
open	disposé
open	disposée
open	disposés
open	ouvert
open	ouverte
open	ouverts
operand	opérande
operation	opération
operator	opérateur
opportunity	opportunité
opportunity	chance
opposite	contraire
optimism	optimisme
optimum	optimal
optimum	optimum
orange	orange
orange	oranger
orangery	orangerie
orbit	orbite
orb	orbe
orchid	orchidée
ordeal	calvaire
order	commande
order	commander
order	ordre
ordinal	ordinal
ordination	ordination
oregano	marjolaine
Oregon	Orégon
ore	minerai
organic	biologique
organism	organisme
organogenesis	organogenèse
organ	organe
organ	orgue
orgasm	orgasme
orient	"lOrient"
original	original
original	original
original	originale
origin	origine
Oriya	oriya
ornamental	ornemental
ornamental	ornementale
ornament	ornement
orogenesis	orogenèse
orthography	orthographe
osmosis	osmose
ostrich	autruche
otorhinolaryngology	otorhinolaryngologie
otter	loutre
-ous	-eux
-ous	-euse
outlet	exutoire
outlet	exutoire
outlet	dérivatif
outlet	issue
outlook	perspective
outlook	vue
outrage	outrage
ouzo	ouzo
oval	ovale
oven	four
overall	blouse
overall	combinaison
overcoat	pardessus
overvoltage	survoltage
ovine	ovin
ovine	ovine
owl	hibou
owl	chouette
own	propre
oxide	oxyde
oystercatcher	huîtrier
oyster	huître
ozone	ozone
pace	pas
pad	coussinet
paddle	palette
pademelon	thylogale
pademelon	pademelon
padlock	cadenas
pagan	païen
pagan	païenne
page	page
pail	seau
pain	douleur
painter	peintre
paint	peinture
pair	paire
pajamas	pyjama
Pakistan	Pakistan
palace	palais
palaeolithic	Paléolithique
palaeoxylology	paléoxylologie
palate	palais
Paleolithic	Paléolithique
paleontology	paléontologie
Palestine	Palestine
palindrome	palindrome
palm	palmier
palm	paume
Panama	Panama
Panama	Panamá
pancake	crâpe
pandeism	pandéisme
pandemic	pandémie
panel	panneau
panel	
Pangaea	Pangée
panorama	panorama
pan	poâle
Pan-Slavism	panslavisme
pant	haleine
pantheism	panthéisme
panties	culotte
pants	caleçon
pants	pantalon
pa	papa
Pa	papà
papa	papa
pa	pépé
Pa	pépé
paper	papier
parabola	parabole
parachute	parachute
paradigm	paradigme
paradise	paradis
paradox	paradoxe
paradox	paradoxe
paradox	antinomie
paragliding	parapente
Paraguay	Paraguay
parallelogram	parallélogramme
parallel	parallèle
paralysis	paralysie
parasite	parasite
parcel	colis
parcel	paquet
parcel	parcelle
parchment	parchemin
parenthesis	parenthèse
parent	parent
parents	parents
parishioner	paroissien
parishioner	paroissienne
parish	paroisse
Paris	Paris
Paris	Pâris
parliament	parlement
parody	parodie
parousia	parousie
parrot	perroquet
parsley	persil
parsnip	panais
participant	participant
participant	participante
particle	particule
partridge	perdrix
parturition	parturition
party	fâte
parvenu	parvenu
parvenu	parvenue
pascal	pascal
Pashto	pashto
passenger	passager
passport	passeport
past	passé
pastry	pâtisserie
paternal	paternel
paternal	paternelle
pathology	pathologie
path	sentier
patience	patience
patient	patient
patient	patient
patient	patiente
pause	pause
pavement	chaussée
pavement	trottoir
paver	paveur
pavilion	pavillon
Pavlovian	pavlovien
Pavlovian	pavlovienne
Pavo	Paon
pawn	occasion
pawn	pion
paw	patte
payment	paiement
payment	payement
peach	pâche
peach	pâcher
peafowl	paon
peanut	arachide
peanut	cacahuète
pear	poire
pear	poirier
peasant	paysan
pebble	caillou
peccadillo	peccadille
peccary	pécari
pedantic	pédant
pedantic	pédante
pedant	pédant
pedantry	pédanterie
pedestrian	piéton
pejorative	péjoratif
pejorative	péjorative
pelargonium	pélargonium
pelican	pélican
penalty	penalisation
pencil	crayon
pen	enclos
penetration	pénétration
penguin	manchot
penis	pénis
penis	bite
penknife	canif
pen	stylo
pentagon	pentagone
Pentagon	Pentagone
pentagram	pentacle
penultimate	avant-dernier
penultimate	avant-dernière
penultimate	pénultième
penumbra	pénombre
people	peuple
pepper	poivre)
pepper	poivrier
percentage	pourcentage
perception	perception
perch	perche
perfectionist	perfectionniste
perfect	parfait
perfect	parfaite
perfin	perforé
performance	représentation
perfume	parfum
periapsis	périapse
periapsis	périapside
Pericles	Périclès
period	cycle
period	période
period	point
periwinkle	bigorneau
periwinkle	vigneau
periwinkle	vignot
permafrost	pergélisol
permanent	permanente
perpendicular	perpendiculaire
Persian	Persan
persimmon	kaki
person	personne
perspective	perspective
perspiration	sueur
perspiration	transpiration
Peru	Pérou
Peruvian	péruvien
Peruvian	péruvienne
Peruvian	Péruvien
Peruvian	Péruvienne
pesticide	pesticide
petrel	pétrel
petrol	essence
petroleum	pétrole
peyote	peyotl
phagocyte	phagocyte
Phaistos	Phaistos
pharaoh	pharaon
pharmacy	pharmacie
pheasant	faisan
phenomenon	phénomène
philanderer	flirteur
philately	philatélie
philosopher	philosophe
phobia	phobie
phoenix	phénix
Phoenix	Phénix
Phoenix	phénix
phoneme	phonème
phone	téléphone
phosphate	phosphate
phosphide	phosphure
phosphorescence	phosphorescence
phosphorus	phosphore
photoemission	photoémission
photoemissivity	photoémissivité
photograph	photographie
photograph	photo
photography	photographie
photon	photon
photo	photo
phototherapy	photothérapie
phrase	expression
phrase	locution
phrase	phrase
physical	physiologique
physical	physique
physics	physique
piano	piano
pickle	cornichon
picnic	pique-nique
Pictor	Peintre
picture	cinéma
picture	image
picture	photo
piece	pièce
piece	morceau
Piedmont	Piémont
pier	jetée
pier	pilier
piety	piété
pig	cochon
pig	porc
pigeon	pigeon
pigment	pigment
pig	salaud
pig	cochon
pig	porc
pigsty	porcherie
pigsty	bordel
pile	tas
pillar	pilier
pillow	oreiller
pimple	bouton
pimple	pustule
pimple	casse-couilles
pince-nez	pince-nez
pinch	pincée
pinch	pincement
pin	clouage
pineapple	ananas
pin	épingle
pine	pin
pink	rose
pin	"pins"
pin	épinglette
pin	broche
pint	chopine
pint	demi
pi	pi
pip	pépin
pip	top
piranha	piranha
Pisces	Poissons
piss	pisse
pitch	poix
pit	fosse
pity	dommage
pity	pitié
pixel	pixel
pizza	pizza
place	lieu
place	place
plane	avion
plane	plan
plane	rabot
planetarium	planétarium
planetoid	planétoïde
planet	planète
plantain	plantain
plant	fabrique
plant	outillage
plant	usine
plant	plante
plasticity	plasticité
plate	assiette
plate	plaque
platinization	platinage
platinum	platine
platypus	ornithorynque
play	jeu
play	pièce
PlayStation	PlayStation
pleasure	désir
pleasure	plaisir
plectrum	plectre
plethora	pléthore
pleurisy	pleurésie
plot	complot
plot	diagramme
plot	graphique
plot	intrigue
plot	lopin
plough	charrue
plover	pluvier
pluck	persévérence
plug	prise
plumber	plombier
plumbing	plomberie
plumbing	tuyauterie
plum	prune
plum	prunier
plunger	plongeur
plunger	ventouse
plural	pluriel
plus	positif
plus	positif
plus	positive
Pluto	Pluton
plywood	contreplaqué
pneumonia	pneumonie
pocket	poche
pod	cosse
poem	poème
poetry	poésie
pointer	aiguille
point	pointe
point	point
point	virgule
poison	poison
poker	poker
polecat	putois
pole	perche
pole	pôle
pole	perche
Pole	polonais
Pole	polonaise
police	police
policy	police
policy	politique
Polish	polonais
Polish	polonais
Polish	polonaise
polish	vernis
politeness	politesse
politician	politicien
politician	politologue
pollen	pollen
pollutant	polluant
pollution	pollution
polygamy	polygamie
polygon	polygone
polyhedron	polyèdre
polynomial	polynôme
polytheism	polythéisme
polytope	polytope
polyurethane	polyuréthane
pomegranate	grenade
pomegranate	grenadier
pontificate	pontificat
poof	tapette
poof	tante
poolish	levain
pool	piscine
pope	pape
poplar	peuplier
pop	pop
poppy	pavot
poppy	coquelicot
porcupine	porc-épic
pork	porc
pornocracy	pornocratie
pornography	pornographie
porpoise	marsouin
portal	portail
portal	portique
port	bâbord
portmanteau	portemanteau
portmanteau	valise
portmanteau	malle
port	port
portrait	portrait
Portugal	Portugal
Portuguese	portugais
Portuguese	portugais
Portuguese	portugaise
Portuguese	Portugais
Portuguese	Portugaise
positron	positron
positron	positon
possession	possession
possessive	possessif
possibility	possibilité
poster	affiche
poster	poster
postman	facteur
postposition	postposition
postulate	postulat
potassium	potassium
potter	traîner
pottery	poterie
pouch	poche
pound	fourrière
pound	fourrière
pound	livre
powder	poudre
power	électricité
power	courant
powerful	puissant
powerful	puissante
power	puissance
praise	louange
pram	landau
prank	farce
prankster	espiègle
precipice	précipice
predicate	prédicat
premiere	première
preoccupied	préoccupé
prepositional	prépositionnel
prepuce	prépuce
presentation	exposé
presentation	présentation
present	cadeau
present	présent
present	présent
present	présente
presidency	présidence
president	président
president	présidente
prestige	prestige
pretzel	bretzel
priest	prâtre
primate	primate
primate	primat
primer	abc
primer	abécédaire
primer	amorce
primitive	primitif
primitive	primitive
prince	prince
princess	princesse
priory	prieuré
prison	prison
private	personnel
private	personnelle
private	privé
private	privée
prize	prix
probe	sonde
probe	enquâte
problem	problème
procedure	fonction
procedure	procédé
procedure	procédure
process	recette)
process	processus)
process	procedé)
process	proceder)
procreation	procréation
product	intersection
product	produit
professor	professeur
profit	gain
profit	bénéfice
programmer	programmeur
programmer	programmeuse
Prohibition	Prohibition
projection	projection
project	projet
promethium	prométhium
promotion	promotion
pronoun	pronom
pronunciation	prononciation
property	propriété
prophet	prophète
proposition	proposition
proposition	proposizione
prosody	prosodie
prosthesis	prothèse
prostitution	prostitution
protection	protection
protein	protéine
protester	manifestant
protester	manifestante
protest	manifestation
protest	protestation
protist	protiste
protium	protium
proton	proton
prototype	prototype
provenance	provenance
provision	provision
provost	principal
prune	pruneau
pseudopod	pseudopode
psi	psi
psychiatrist	psychiatriste
psychology	psychologie
psychopathy	psychopathie
public	public
puck	palet
puck	galet
puck	rondelle
puffball	vesse-de-loup
puffin	macareux
pulchritudinous	somptueux
pulley	poulie
pulpit	chaire
pumpkin	citrouille
pump	pompe
pundit	pontificateur
pundit	pontife
punishment	punition
Punjabi	penjabi
Punjab	Penjab
Punjab	Pendjab
pupil	pupille
pupil	prunelle
puppet	marionnette
puppet	poupée
Puppis	Poupe
puppy	chiot
purpose	but
purpose	sujet
purr	ronron
purr	ronronnement
purse	bourse
purse	bourse
purse	portemonnaie
Pushto	pashto
pussy	chatte
pussy	con
pussy	lâche
pussy	poltron
pussy	poltronne
pussy	minet
pussy	minou
puzzle	casse-tâte
puzzle	devinette
puzzle	mystère
puzzle	énigme
pygmy	pygmée
pyjamas	pijama
pylon	pylône
pyramid	pyramide
pyrosis	pyrosis
python	python
Python	Python
Pyxis	Boussole
Qatar	Qatar
Qatar	Katar
quaestor	questeur
Quaffle	Souaffle
quarantine	quarantaine
quark	quark
quarrel	querelle
quarry	carrière
quarry	proie
quarter	quartier
quarter	quart
quarter	quartier
quarter	trimestre
quartz	quartz
quasar	quasar
quaternion	quaternion
quay	quai
qubit	qubit
Quebec	Québec
queen	folle
queen	reine
queen	reine
queen	dame
queer	gay
quenelle	quenelle
Quenya	quenya
question	question
quibble	argutie
quicksilver	vif-argent
quiet	silencieux
quiet	silencieuse
quinine	quinine
quiver	carquois
quiz	quiz
quotation	citation
quotidian	quotidien
quotidian	quotidienne
quotient	quotient
rabbit	lapin
rabies	rage
racism	racisme
racist	rasiste
radian	radian
radiation	radiation
radioactive	radioactif
radioactive	radioactive
radioactivity	radioactivité
radiolarian	radiolaire
radiology	radiologie
radio	radio
radius	rayon
radix	racine
raffinate	raffinat
raffle	tombola
rage	rage
rage	furie
rail	rail
rail	rails
rainbow	arc-en-ciel
rainbow	iridescent
rainbow	iridescente
raincoat	imperméable
raincoat	imper
rake	râteau
rake	roué
Ramadan	Ramadan
ram	bélier
ramp	rampe
ramp	passerelle
ranking	classement
rape	viol
rapist	violeur
raspberry	framboise
raspberry	framboisier
rational	rationnel
rational	rationnelle
ratio	rapport
rattlesnake	crotale
raven	corbeau
ravine	ravin
raviolo	raviole
ray	raie
ray	rayon
razor	rasoir
ready	prât
ready	prâte
realism	réalisme
realist	réaliste
realm	domaine
realm	royaume
real	réal
real	réel
real	réelle
real	vrai
real	vraie
reappearance	réapparition
rebellion	rébellion
rebel	rebelle
rebirth	renaissance
receptionist	réceptionniste
recipe	recette
reciprocal	inverse
record	disque
record	enregistrement
record	record
rectangle	rectangle
recursion	recursion
redcurrant	groseille
redemption	rédemption
redhead	roux
redhead	rousse
red	rouge
red	roux
red	rousse
reed	roseau
reed	jonc
reef	écueil
reef	récif
reef	filon
referee	arbitre
reference	référence
reference	allusion
reference	renvoi
referendum	référendum
reflux	reflux
refraction	réfraction
refreshment	rafraîchissement
refrigerator	réfrigérateur
region	région
regret	regret
regulation	règlement
rehearsal	répétition
reindeer	renne
rein	râne
relation	parent
relation	relation
relativism	relativisme
relativity	relativité
relaxation	relaxation
release	version
relegation	relégation
remake	remake
Remembrall	Rapeltout
renown	renom
ren	rein
rent	loyer
repetition	répétition
reply	réponse
reptile	reptile
republic	république
reputation	réputation
reputation	rénom
repute	réputation
request	demande
request	requâte
research	recherche
reserve	réservation
resistant	résistant
resolution	résolution
responsibility	responsabilité
restaurant	restaurant
restaurateur	restaurateur
restaurateur	restauratrice
rest	reste
result	résultat
Reticulum	Réticule
retinoscope	rétinoscope
retronym	rétronyme
revenge	vengeance
revolution	révolution
reward	récompense
rheumatology	rhumatologie
Rhine	Rhin
rhinoceros	rhinocéros
rhombus	losange
rhythm	rythme
rice	riz
riddle	enigme
rider	cavalier
rifle	fusil
rigging	trucage
rigging	truquage
right	droite
right	droit
right	droit
right	droite
ring	anneau
ring	bague
ripper	éventreur
risk	risque
rite	rit
rite	rite
ritual	rituel
river	rivière
river	fleuve
roach	gardon
road	route
roar	rugissement
roast	rôti
roast	rôti
roast	rôtie
robber	voleur
robe	robe
Robert	Robert
robin	merle
robin	rouge-gorge
robin	rubiette
robot	robot
rock	diam
rocket	fusée
rocket	roquette
rock	roche
rock	roc
